Id,SalePrice
1461,126897.415
1462,155803.16
1463,183767.145
1464,183723.85
1465,200014.165
1466,183430.9
1467,166187.65
1468,176927.85
1469,181306.275
1470,120990.925
1471,198300.39
1472,95868.855
1473,98721.605
1474,153964.25
1475,145319.75
1476,399267.965
1477,249988.02
1478,310062.755
1479,253302.3
1480,466943.475
1481,317643.55
1482,205566.09
1483,178293.825
1484,181080.78
1485,175130.935
1486,204365.535
1487,334121.26
1488,239847.935
1489,211677.705
1490,199007.855
1491,199415.9
1492,100307.62
1493,178142.975
1494,314796.04
1495,306089.535
1496,242076.435
1497,199140.555
1498,157354.86
1499,155467.5
1500,150757.24
1501,175938.295
1502,169471.865
1503,293238.105
1504,228064.385
1505,227082.345
1506,182073.16
1507,225257.2
1508,206271.74
1509,164055.515
1510,151687.185
1511,151595.685
1512,165058.58
1513,158381.31
1514,170606.19
1515,175866.54
1516,160562.655
1517,154049.435
1518,131910.535
1519,222972.315
1520,137989.31
1521,146138.415
1522,163373.75
1523,115720.57
1524,124147.145
1525,130119.705
1526,127417.645
1527,102301.87
1528,123379.265
1529,142352.245
1530,171090.35
1531,127404.74
1532,107488.625
1533,144989.185
1534,111291.185
1535,166300.25
1536,117511.84
1537,76048.56
1538,182504.38
1539,258641.445
1540,112679.965
1541,152753.84
1542,154097.795
1543,220833.425
1544,81079.47
1545,105725.375
1546,121949.66
1547,140201.34
1548,137238.155
1549,110663.545
1550,153207.28
1551,116673.525
1552,149743.6
1553,143716.645
1554,115759.11
1555,183302.58
1556,99536.67
1557,138150.0
1558,96232.49
1559,116903.24
1560,152387.27
1561,163378.46
1562,128552.235
1563,122234.165
1564,164742.725
1565,158069.815
1566,220909.585
1567,79308.555
1568,227270.61
1569,147646.47
1570,130351.75
1571,133441.52
1572,147283.435
1573,237674.47
1574,119114.875
1575,218381.0
1576,215230.17
1577,206763.38
1578,152411.435
1579,144761.945
1580,200628.765
1581,139509.9
1582,129163.3
1583,328881.805
1584,242087.87
1585,140488.665
1586,74499.86
1587,107770.505
1588,154025.67
1589,103460.615
1590,132911.4
1591,104989.88
1592,128527.065
1593,116725.59
1594,135947.315
1595,122917.38
