Id,SalePrice
1461,122631.19811964227
1462,160949.4013931605
1463,191852.3082321938
1464,188822.93399916566
1465,183669.63669180428
1466,177576.6375679088
1467,177172.45140966077
1468,169177.33371696124
1469,183622.1844990072
1470,121253.4052201778
1471,196628.44142614637
1472,100478.93442056149
1473,91425.21276212927
1474,155116.97167144445
1475,134176.14320749012
1476,358120.90260266134
1477,252214.9490214198
1478,299273.2155261156
1479,248630.90301548608
1480,599727.5298865299
1481,318745.91108807066
1482,208276.4105613329
1483,167484.46682684968
1484,164708.26165821744
1485,185421.56380095493
1486,195705.20236115006
1487,341113.0041958922
1488,219870.30977506112
1489,199935.0506492376
1490,216742.1624442656
1491,197425.84042463108
1492,103685.69219507309
1493,177567.49404320883
1494,299947.8771107011
1495,283438.6878081193
1496,235645.75486049577
1497,182393.4402346241
1498,167998.41075612488
1499,157144.6257224598
1500,154276.38499922183
1501,182187.82868921166
1502,145258.64519254395
1503,316660.4269687558
1504,237329.2325938059
1505,221868.53061992498
1506,183371.35308454852
1507,251198.87309776174
1508,205674.23428173928
1509,164190.3340825563
1510,147714.04324631172
1511,143917.73625416608
1512,168425.0426393393
1513,147736.70453015648
1514,180532.11682115943
1515,186858.40985394036
1516,151587.694310845
1517,165611.88828240632
1518,142873.73211059885
1519,236388.2691971819
1520,132440.40399879238
1521,133061.97049675538
1522,170493.05603159848
1523,123618.24118825508
1524,122326.94362714562
1525,115557.80662620091
1526,115799.34747850918
1527,103684.3622571682
1528,126786.06321521239
1529,146787.79114538667
1530,180067.7863886521
1531,94384.99769043572
1532,100244.2568749096
1533,170819.58139386564
1534,127828.60270990635
1535,162189.3780661432
1536,113182.61848018583
1537,93516.44996944546
1538,213165.4224606562
1539,193508.1234823567
1540,103020.75559538671
1541,133916.14441652046
1542,147708.24791597042
1543,238932.180238552
1544,92156.89443952743
1545,106483.36791402019
1546,156748.54589262913
1547,127754.74887895756
1548,135332.95891659777
1549,125673.67181038862
1550,142842.19883552133
1551,100624.62392951224
1552,151390.1546768386
1553,154474.76981300287
1554,112633.43259797519
1555,173101.31892666404
1556,101153.8641547739
1557,103547.75414924172
1558,97141.66673009344
1559,75910.67724452232
1560,141206.73102001534
